"YPD1"	"YPD2"	"YPD3"	"YPD4"	"YPD5"	"YPD6"	"RAPA1"	"RAPA2"	"RAPA3"	"RAPA4"	"RAPA5"	"RAPA6"
"YLL013C"	0	0	0	1	1	0	2	1	1	1	1	0
"YLL012W"	5	6	4	5	4	6	2	3	3	3	5	4
"YLL011W"	26	24	3	32	26	17	0	1	0	0	2	1
"YLL010C"	2	5	1	1	1	4	6	6	5	5	7	7
"YLL009C"	8	9	2	6	9	6	12	18	9	18	16	19
"YLL008W"	29	26	6	37	35	19	0	1	0	0	0	0
"YLL007C"	5	5	3	4	1	1	1	2	3	3	5	6
"YLL006W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLL006W"	5	5	2	6	6	4	21	16	5	16	14	13
"YLL005C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLL004W"	3	7	1	1	5	5	9	4	1	4	2	4
"YLL003W"	4	2	3	11	7	1	10	9	7	12	10	6
"YLL002W"	5	2	1	5	9	4	8	5	3	7	6	4
"YLL001W"	17	20	3	6	17	6	43	30	18	16	20	25
"YLR001C"	5	5	2	3	1	2	7	13	3	14	7	11
"YLR002C"	25	23	8	18	17	16	1	1	0	0	0	2
"YLR003C"	56	72	11	56	53	43	4	2	4	3	8	4
"YLR004C"	0	0	0	0	1	2	2	1	0	1	3	3
"YLR005W"	10	12	5	15	10	10	17	19	14	13	14	13
"YLR006C"	6	1	1	1	4	1	11	8	3	16	14	12
"YLR007W"	7	18	3	10	9	6	8	6	5	4	5	9
"YLR008C"	50	70	19	54	69	34	18	23	11	14	23	14
"YLR009W"	120	163	34	156	158	89	2	1	1	4	1	2
"YLR010C"	5	5	1	3	3	3	1	4	3	2	3	2
"YLR011W"	5	8	4	10	4	4	16	13	14	10	10	11
"YLR012C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR013W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR014C"	0	0	0	0	0	0	1	0	0	0	0	1
"YLR015W"	11	6	3	8	9	5	1	6	4	1	5	3
"YLR016C"	17	21	12	24	21	16	19	27	13	22	22	13
"YLR017W"	34	64	20	35	53	25	9	18	7	13	13	19
"YLR018C"	19	16	11	11	15	16	5	8	2	3	11	4
"YLR019W"	14	12	6	11	12	7	29	41	18	28	20	18
"YLR020C"	9	11	5	12	7	11	9	11	7	11	9	9
"YLR021W"	24	18	10	16	26	13	24	26	15	25	14	37
"YLR022C"	26	30	10	40	27	17	11	14	9	10	13	7
"YLR023C"	9	8	4	9	9	8	24	29	15	26	29	24
"YLR024C"	2	1	0	3	2	2	10	13	5	12	8	12
"YLR025W"	38	36	17	44	31	25	58	60	27	39	49	44
"YLR026C"	18	21	8	16	22	20	26	24	11	23	23	18
"YLR027C"	136	121	42	141	119	81	191	230	109	205	236	193
"snR30"	3	7	1	4	3	1	1	2	0	2	0	1
"YLR028C"	57	38	18	55	56	36	74	96	47	76	76	60
"YLR029C"	2137	2264	781	2232	2220	1661	489	593	291	464	569	411
"YLR030W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR031W"	0	0	0	0	0	0	0	1	1	0	1	0
"YLR032W"	7	4	3	3	5	0	6	9	1	3	5	4
"YLR033W"	18	31	7	20	27	17	21	23	11	16	15	9
"YLR034C"	30	27	15	33	25	25	41	42	13	41	28	31
"YLR035C"	1	0	0	0	0	0	1	5	3	1	5	0
"YLR035C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR036C"	16	14	2	14	17	5	14	10	12	12	15	11
"YLR037C"	2	1	1	2	2	1	7	6	2	4	3	4
"YLR038C"	94	94	41	94	99	52	176	217	93	184	184	155
"YLR039C"	2	6	1	2	1	2	4	8	2	15	5	7
"YLR040C"	2	0	1	1	1	1	4	2	2	1	3	0
"YLR041W"	0	0	0	0	0	0	1	1	0	0	0	0
"YLR042C"	1	2	1	3	1	3	1	2	1	1	2	0
"YLR043C"	352	423	125	410	391	284	509	722	310	454	607	510
"YLR044C"	5791	6302	2166	6073	5885	4224	4310	4938	2461	4198	4636	3810
"YLR045C"	4	2	3	2	6	2	11	17	13	14	18	4
"YLR046C"	2	6	2	3	3	5	5	10	3	6	8	9
"YLR047C"	0	0	0	0	0	0	0	2	0	1	0	0
"YLR048W"	1421	1499	511	1523	1548	1057	296	356	165	273	310	261
"YLR049C"	13	11	7	7	16	8	16	26	6	14	18	15
"YLR050C"	8	12	3	16	9	13	31	59	30	37	45	25
"YLR051C"	38	33	19	34	34	24	0	4	1	8	4	3
"YLR052W"	14	21	9	31	23	22	17	10	8	3	15	8
"YLR053C"	0	0	0	1	0	0	15	25	14	19	10	21
"YLR054C"	1	0	0	0	0	0	6	6	4	2	2	3
"YLR055C"	8	6	6	9	17	3	8	7	6	12	9	8
"YLR056W"	193	189	80	200	202	138	123	182	76	126	148	136
"YLR057W"	8	4	0	2	8	6	3	2	1	1	2	3
"YLR058C"	173	170	62	152	136	105	102	101	50	73	101	78
"YLR059C"	35	28	9	29	38	15	23	23	10	18	16	15
"YLR060W"	81	106	33	82	96	61	37	50	27	36	46	38
"YLR061W"	1478	1734	579	1662	1481	1097	306	372	175	291	359	280
"YLR062C"	0	1	0	0	2	1	0	1	0	0	0	0
"YLR063W"	1	0	0	1	0	0	0	1	0	0	0	0
"YLR064W"	45	39	16	46	47	30	26	43	11	32	46	25
"YLR065C"	80	91	25	96	85	60	55	84	47	54	60	55
"YLR066W"	80	77	28	70	89	61	91	119	59	97	107	81
"YLR067C"	2	4	2	6	1	1	5	4	1	3	3	3
"YLR068W"	16	19	4	18	11	9	2	0	0	1	0	0
"YLR069C"	9	5	2	9	7	6	3	10	10	12	9	12
"YLR070C"	1	1	0	1	1	0	5	6	1	0	7	2
"YLR071C"	2	5	0	6	1	0	6	1	3	4	6	5
"YLR072W"	3	2	0	4	3	4	6	7	4	6	10	8
"YLR073C"	39	56	12	43	28	19	1	1	0	2	1	1
"YLR074C"	113	106	42	116	112	74	6	10	1	5	5	6
"YLR075W"	2103	2293	751	2251	2189	1593	788	954	484	828	914	714
"YLR076C"	1	2	0	1	0	1	1	0	0	3	0	2
"YLR077W"	7	12	1	10	5	10	11	8	7	4	18	7
"YLR078C"	28	25	8	21	29	20	27	32	14	20	33	25
"YLR079W"	32	22	9	21	31	15	25	31	16	28	32	27
"YLR080W"	0	2	0	1	0	0	7	8	1	6	4	6
"YLR081W"	0	0	1	0	1	0	1	1	2	4	1	2
"YLR082C"	5	4	5	5	4	2	12	13	5	6	6	4
"YLR083C"	43	54	19	50	27	33	27	14	22	17	25	15
"YLR084C"	4	3	5	4	3	8	17	12	2	19	17	16
"YLR085C"	10	5	3	11	12	9	14	11	7	9	12	5
"YLR086W"	1	2	1	4	2	2	3	10	5	7	7	7
"YLR087C"	3	7	2	3	5	7	13	20	6	7	11	5
"YLR088W"	6	11	3	14	10	8	17	17	7	15	14	9
"YLR089C"	26	29	16	37	38	17	372	404	194	344	388	297
"YLR090W"	4	16	4	10	11	5	16	36	18	24	35	14
"YLR091W"	0	0	0	0	0	1	0	3	0	0	0	1
"YLR092W"	1	0	0	0	0	0	5	6	0	3	2	2
"YLR093C"	25	35	4	32	35	15	66	67	25	61	54	63
"YLR094C"	8	7	2	6	9	12	6	21	4	9	7	11
"YLR095C"	16	9	3	10	7	7	8	12	12	12	14	14
"YLR096W"	8	11	2	14	5	5	10	9	4	5	4	12
"YLR097C"	2	9	3	8	4	3	28	27	16	23	31	19
"YLR098C"	6	5	0	3	5	6	10	17	9	13	11	9
"YLR099C"	2	4	2	5	6	4	3	10	3	7	14	11
"YLR099W.A"	36	31	10	26	37	19	49	75	28	40	59	42
"YLR100W"	67	62	18	63	73	43	92	117	61	118	123	103
"YLR101C"	0	1	0	1	0	0	1	3	1	1	1	3
"YLR102C"	0	2	1	11	4	4	10	17	6	8	18	10
"YLR103C"	2	3	1	2	2	2	1	1	1	1	5	2
"YLR104W"	49	50	12	51	58	51	63	86	31	53	66	48
"YLR105C"	14	18	5	15	19	9	12	14	9	13	14	13
"snR79"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR106C"	37	52	15	40	46	31	4	15	4	3	10	4
"YLR107W"	12	7	4	11	10	4	5	8	3	9	8	3
"snR6"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR108C"	8	11	7	7	8	6	7	13	7	22	12	6
"YLR109W"	2640	3109	1097	3024	2839	2017	5081	5951	2941	5044	5771	4606
"YLR110C"	8240	9027	3313	9022	8257	6213	10983	13722	6249	10733	12257	9844
"YLR111W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR112W"	2	2	1	2	2	2	9	12	4	9	4	9
"YLR113W"	39	48	11	37	38	32	55	59	23	55	54	38
"YLR114C"	7	9	1	10	14	4	5	21	10	10	17	10
"YLR115W"	0	1	1	5	7	1	11	10	5	3	8	8
"YLR116W"	15	7	2	14	14	5	11	11	8	11	8	7
"YLR117C"	3	3	2	3	3	3	2	1	2	4	4	4
"YLR118C"	45	44	14	35	28	33	83	103	45	74	113	70
"YLR119W"	3	3	1	2	2	0	3	9	1	7	8	7
"YLR120C"	15	19	6	13	9	14	51	63	34	43	52	52
"YLR120W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR121C"	1	1	1	2	1	0	4	9	5	5	7	4
"YLR122C"	1	0	0	0	0	0	2	1	1	2	1	1
"YLR123C"	0	0	0	0	0	0	0	0	0	0	0	1
"YLR124W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR125W"	1	0	0	0	0	0	1	1	0	0	0	0
"YLR126C"	11	22	4	20	12	6	33	26	7	22	29	21
"YLR127C"	2	2	0	0	0	1	3	3	3	6	8	2
"YLR128W"	0	1	0	0	1	1	2	3	1	0	2	2
"YLR129W"	23	33	15	22	16	15	0	1	0	1	2	2
"YLR130C"	30	22	11	33	11	17	15	18	18	14	24	13
"YLR131C"	5	3	2	4	4	5	6	12	2	10	7	8
"YLR132C"	0	1	1	0	0	1	14	8	2	11	7	11
"YLR133W"	1	1	0	2	0	1	14	20	8	11	24	17
"YLR134W"	1	4	2	3	3	0	4	3	1	4	2	8
"YLR135W"	0	0	0	0	0	0	2	0	2	3	1	1
"YLR136C"	6	8	7	10	12	9	17	24	9	19	17	8
"YLR137W"	3	7	3	4	5	3	8	6	5	7	8	10
"YLR138W"	9	6	5	10	6	7	13	16	5	14	16	12
"YLR139C"	8	8	4	7	8	5	29	25	13	10	17	25
"YLR140W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR141W"	0	1	0	1	5	1	0	0	0	2	0	0
"YLR142W"	0	2	1	0	2	0	38	44	17	35	38	30
"YLR143W"	8	6	1	9	7	3	11	8	2	3	6	10
"YLR144C"	5	6	1	4	5	4	8	23	11	12	16	9
"YLR145W"	3	6	1	2	5	2	6	1	2	2	6	2
"YLR146C"	15	24	5	29	17	14	11	10	3	7	18	4
"YLR146W.A"	0	1	0	0	1	0	1	6	1	1	2	2
"YLR147C"	4	8	0	9	7	5	5	4	1	7	1	3
"YLR148W"	6	5	3	3	1	2	1	5	5	3	4	6
"YLR149C"	1	1	0	0	0	1	12	11	4	8	8	7
"YLR149C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR150W"	808	822	295	853	811	602	354	442	207	391	382	314
"YLR151C"	2	1	0	4	3	0	12	8	5	12	7	7
"YLR152C"	1	5	0	3	2	2	14	22	12	20	23	12
"YLR153C"	55	53	20	48	62	44	102	103	45	96	102	86
"YLR154C"	7	9	5	15	8	6	7	12	7	7	8	6
"RDN25.1"	0	0	0	0	0	0	0	0	0	0	0	0
"RDN37.1"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR154W.A"	0	0	0	0	1	0	0	0	0	1	0	0
"YLR154W.B"	2	1	0	2	1	0	0	1	0	0	1	2
"YLR154W.C"	2	0	2	3	1	2	1	5	1	3	5	2
"RDN58.1"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR154W.E"	0	0	0	0	0	0	0	0	1	1	0	0
"YLR154W.F"	0	0	0	0	0	0	0	0	0	0	0	0
"RDN18.1"	0	0	0	0	0	0	0	0	0	0	0	0
"RDN5.1"	0	0	0	0	0	0	0	0	0	0	0	0
"RDN37.2"	0	0	0	0	0	0	0	0	0	0	0	0
"RDN25.2"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR154C.G"	0	0	0	0	0	0	0	0	0	0	0	0
"RDN58.2"	0	0	0	0	0	0	0	0	0	0	0	0
"RDN18.2"	0	0	0	0	0	0	0	0	0	0	0	0
"RDN5.2"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR154C.H"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR155C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR156W"	0	0	0	0	0	0	0	0	0	0	0	0
"RDN5.3"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR156C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR157C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR157W.D"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR157C.B"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR157C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR157W.E"	0	0	0	0	0	0	0	0	0	0	0	0
"RDN5.4"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR157C.C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR158C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR159W"	0	0	0	0	0	0	0	0	0	0	0	0
"RDN5.5"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR159C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR160C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR161W"	0	0	0	0	0	0	0	0	0	0	0	0
"RDN5.6"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR162W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR162W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR163C"	19	30	10	28	21	17	49	50	24	46	31	41
"YLR163W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR164W"	0	1	1	3	8	4	66	51	21	44	52	49
"YLR165C"	3	2	1	3	7	4	3	2	0	4	5	3
"YLR166C"	16	8	1	8	10	4	7	25	12	14	16	11
"YLR167W"	5221	5820	1963	5931	5599	3959	1616	1949	884	1428	1644	1358
"YLR168C"	27	33	3	22	24	20	10	15	2	14	7	5
"YLR169W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR170C"	10	22	12	29	29	19	36	47	17	28	31	38
"YLR171W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR172C"	128	129	48	131	138	82	30	47	22	38	44	40
"YLR173W"	1	1	0	0	1	0	3	6	4	4	3	8
"YLR174W"	2	1	1	0	0	0	0	3	1	3	4	3
"YLR175W"	198	255	82	231	223	181	5	11	4	6	5	14
"YLR176C"	1	1	0	1	2	1	2	4	2	6	1	3
"YLR177W"	4	6	4	6	3	5	17	31	9	21	26	12
"YLR178C"	1	2	1	4	8	2	113	130	58	109	132	91
"YLR179C"	91	94	41	98	106	79	95	119	51	101	98	89
"YLR180W"	158	144	66	165	160	109	19	16	8	14	20	19
"YLR181C"	12	11	6	25	16	11	16	14	8	15	20	13
"YLR182W"	7	12	2	8	5	6	13	20	6	13	11	4
"YLR183C"	5	4	1	6	7	7	5	4	1	7	5	9
"YLR184W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR185W"	1370	1441	519	1545	1457	1101	399	479	233	367	437	409
"YLR186W"	73	95	31	84	91	72	4	1	7	7	8	3
"YLR187W"	6	3	2	5	11	2	7	15	3	9	9	8
"YLR188W"	13	14	1	5	8	8	25	20	9	17	11	13
"YLR189C"	2	3	1	6	2	2	16	17	10	15	19	17
"YLR190W"	58	62	23	42	44	43	57	55	35	52	68	41
"YLR191W"	3	5	3	7	4	3	11	17	9	11	9	13
"YLR192C"	126	137	51	122	142	112	102	130	69	78	119	98
"YLR193C"	17	18	7	17	23	21	28	32	22	28	31	28
"YLR194C"	33	34	15	38	47	24	72	130	63	75	92	74
"YLR195C"	19	29	10	26	24	12	35	41	15	30	29	27
"YLR196W"	33	42	17	45	29	26	0	1	1	1	1	0
"YLR197W"	218	232	85	237	212	168	13	9	4	5	10	6
"YLR198C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR199C"	27	21	11	28	25	11	26	22	10	16	14	16
"YLR200W"	15	12	9	13	14	18	10	12	4	7	4	6
"YLR201C"	11	12	6	10	16	14	34	28	12	26	28	13
"YLR202C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR203C"	12	15	7	13	6	7	25	26	21	26	25	25
"YLR204W"	47	45	22	54	65	35	80	108	55	72	88	55
"YLR205C"	1	1	0	1	0	1	14	24	17	16	22	25
"YLR206W"	2	2	0	4	2	0	7	7	2	7	6	8
"YLR207W"	2	5	2	7	4	3	14	8	5	5	14	5
"YLR208W"	110	122	47	108	108	89	99	123	47	109	108	89
"YLR209C"	20	22	8	19	18	17	31	30	21	33	55	37
"YLR210W"	3	1	0	2	0	0	2	1	1	4	0	2
"YLR211C"	5	6	0	2	4	3	14	27	7	16	14	12
"YLR212C"	7	14	5	6	9	4	13	23	5	9	13	12
"YLR213C"	2	3	1	0	1	3	2	3	1	2	1	2
"YLR214W"	48	73	17	64	70	46	39	60	37	53	65	41
"YLR215C"	13	11	5	17	6	8	2	4	3	1	3	7
"YLR216C"	123	144	43	149	139	103	105	118	51	107	116	107
"YLR217W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR218C"	8	14	4	5	9	6	40	63	29	46	46	52
"YLR219W"	7	8	3	8	6	6	10	24	8	26	18	15
"YLR220W"	23	22	11	40	29	24	46	68	23	58	52	46
"YLR221C"	80	80	34	86	71	56	7	9	2	5	10	3
"YLR222C"	12	22	3	21	12	9	0	0	0	0	0	0
"YLR222C.A"	2	3	0	2	6	3	3	5	1	1	2	1
"YLR223C"	17	12	7	16	7	13	9	6	4	6	7	7
"YLR224W"	33	26	9	31	23	18	18	29	15	25	22	15
"YLR225C"	5	4	1	9	2	2	25	20	18	20	20	19
"YLR226W"	1	2	0	5	1	1	2	2	1	3	3	3
"YLR227C"	6	1	1	3	4	6	5	11	1	8	7	4
"YLR227W.B"	0	0	0	0	0	0	0	0	0	0	1	1
"YLR227W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR228C"	1	2	1	1	1	0	4	7	5	1	5	2
"YLR229C"	133	128	33	140	103	105	99	139	54	106	115	115
"YLR230W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR231C"	11	14	3	10	11	13	24	29	15	18	20	11
"YLR232W"	0	1	0	0	0	0	0	0	0	2	1	0
"YLR233C"	1	0	0	2	0	0	2	2	0	0	3	2
"YLR234W"	0	0	0	0	0	0	0	0	0	0	0	1
"YLR235C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR236C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR237W"	8	9	2	7	5	3	4	8	1	5	4	3
"YLR238W"	4	5	0	2	4	1	4	9	5	5	3	6
"YLR239C"	8	6	1	7	13	7	7	10	5	10	10	12
"YLR240W"	1	2	1	3	2	2	6	8	5	5	6	8
"YLR241W"	10	6	6	9	7	11	27	29	20	33	39	23
"YLR242C"	8	6	4	10	15	8	11	8	3	9	11	3
"YLR243W"	32	24	14	23	21	20	5	5	5	6	3	4
"YLR244C"	149	157	56	168	142	119	32	35	25	39	43	29
"YLR245C"	1	1	2	0	3	1	17	23	10	20	21	16
"YLR246W"	2	3	0	3	2	2	18	31	12	23	23	11
"YLR247C"	6	10	8	11	14	5	16	20	7	18	14	21
"YLR248W"	21	24	9	30	23	13	42	42	37	49	47	45
"YLR249W"	812	875	334	865	855	611	124	175	86	161	171	111
"YLR250W"	45	48	20	66	56	32	67	86	44	76	79	77
"YLR251W"	0	1	0	1	0	0	6	5	5	4	2	2
"YLR252W"	2	2	0	3	0	1	47	54	26	30	34	23
"YLR253W"	11	11	2	10	7	8	10	22	9	11	9	17
"YLR254C"	7	12	4	5	7	7	20	15	6	13	14	7
"YLR255C"	0	0	0	0	0	0	0	1	0	0	0	0
"YLR256W"	20	24	6	17	18	14	44	34	34	41	29	28
"YLR256W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR257W"	54	62	21	57	64	54	320	360	165	313	340	304
"YLR258W"	5	7	1	9	8	3	124	172	69	130	150	107
"YLR259C"	115	125	62	124	155	89	152	191	74	147	147	132
"YLR260W"	4	6	2	11	11	3	15	16	4	12	11	10
"YLR261C"	0	1	0	1	2	0	0	3	0	4	1	2
"YLR262C"	0	0	0	0	0	0	0	4	1	2	1	1
"YLR262C.A"	51	48	21	55	48	43	27	54	27	47	43	49
"YLR263W"	3	2	1	1	0	1	0	1	0	2	3	0
"YLR264W"	602	641	219	652	584	449	116	154	69	110	117	82
"YLR264C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR265C"	0	0	1	0	1	1	0	0	0	1	1	0
"YLR266C"	7	5	1	3	7	2	8	10	6	9	16	8
"YLR267W"	0	0	0	0	1	0	8	11	4	5	9	13
"YLR268W"	54	41	18	48	57	31	72	87	35	64	76	56
"YLR269C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR270W"	20	14	8	12	15	14	79	111	46	89	96	73
"YLR271W"	2	3	1	1	1	0	4	4	7	9	5	6
"YLR272C"	5	10	2	7	5	2	4	6	6	4	3	3
"YLR273C"	2	1	2	2	0	1	1	5	4	4	5	3
"YLR274W"	9	8	3	2	14	8	14	15	6	21	22	13
"YLR275W"	25	23	10	24	25	18	15	17	8	20	12	8
"YLR276C"	23	34	7	31	42	26	0	2	1	1	3	2
"YLR277C"	6	12	1	11	10	5	12	3	3	7	5	12
"YLR278C"	1	1	1	0	1	0	8	5	5	5	6	5
"YLR279W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR280C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR281C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR282C"	0	0	0	0	0	0	0	0	0	1	0	0
"YLR283W"	3	5	0	8	5	2	8	12	7	13	14	11
"YLR284C"	10	8	2	8	12	3	20	18	7	11	18	19
"YLR285W"	57	75	28	59	64	46	42	45	22	35	47	42
"YLR285C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR286C"	95	113	31	70	104	79	330	376	178	328	323	291
"YLR286W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR287C"	27	41	6	39	38	16	4	3	4	1	7	2
"YLR287C.A"	1525	1654	586	1654	1624	1158	940	1295	594	945	1060	867
"YLR288C"	1	2	1	1	0	3	2	7	1	3	3	5
"YLR289W"	1	0	1	1	0	0	4	3	1	3	3	4
"YLR290C"	8	15	3	10	17	8	51	41	20	40	45	31
"YLR291C"	30	38	12	40	44	24	24	23	6	7	18	12
"YLR292C"	38	56	20	49	45	31	63	67	29	54	49	53
"YLR293C"	836	942	302	909	925	632	324	419	222	351	359	337
"YLR294C"	112	101	51	109	119	87	120	129	66	124	125	111
"YLR295C"	13	16	11	10	20	11	27	30	19	16	24	15
"YLR296W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR297W"	4	9	2	4	10	5	7	6	1	7	3	5
"YLR298C"	12	13	2	6	10	5	14	13	5	11	13	7
"YLR299W"	2	2	2	1	4	3	17	19	10	23	30	19
"YLR299C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR300W"	122	150	50	155	152	108	297	425	204	287	327	294
"YLR301W"	80	72	32	56	77	60	111	137	62	102	105	99
"YLR302C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR303W"	77	64	23	69	56	51	97	137	54	99	119	95
"YLR304C"	60	62	14	58	62	43	407	487	227	359	393	405
"YLR305C"	9	13	5	9	13	11	7	16	7	11	17	11
"YLR306W"	4	4	3	7	10	6	5	11	5	9	5	7
"YLR307W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR307C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR308W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR309C"	10	9	1	6	5	3	25	20	7	7	18	13
"YLR310C"	4	2	0	6	4	3	5	5	3	6	3	10
"YLR311C"	0	1	0	1	1	0	5	4	2	2	0	3
"YLR312C"	0	0	0	0	2	0	8	3	0	0	4	3
"YLR312W.A"	13	14	10	21	11	14	12	16	8	17	26	18
"YLR313C"	1	0	0	0	0	0	0	1	0	0	0	0
"YLR314C"	16	23	6	16	21	10	21	20	13	19	25	24
"YLR315W"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR316C"	13	8	2	13	9	9	5	7	1	1	2	5
"YLR317W"	4	2	0	6	2	3	7	12	6	11	9	6
"YLR318W"	1	2	1	0	1	2	1	4	0	7	4	1
"YLR319C"	0	1	1	3	1	1	1	1	0	5	0	3
"YLR320W"	6	5	1	5	3	3	3	5	2	9	12	3
"YLR321C"	15	14	6	22	13	14	13	15	9	8	16	13
"YLR322W"	0	0	0	0	0	0	0	1	0	1	0	0
"YLR323C"	6	10	3	11	9	7	3	5	3	5	6	1
"YLR324W"	17	9	3	6	10	2	20	21	11	14	19	13
"YLR325C"	2709	3028	1025	3048	2942	2074	503	631	300	505	606	451
"YLR326W"	3	5	1	4	5	4	4	13	8	8	8	4
"YLR327C"	0	1	0	0	1	1	36	45	26	36	32	35
"YLR328W"	26	37	12	27	40	23	17	29	16	25	27	25
"YLR329W"	0	1	0	0	1	3	0	0	1	0	0	0
"YLR330W"	38	51	16	39	43	22	56	50	36	46	52	53
"YLR331C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR332W"	10	14	7	16	22	10	30	28	19	21	25	21
"snR61"	0	0	0	0	0	0	0	0	0	1	0	0
"snR55"	0	0	0	0	0	0	0	0	0	2	0	0
"snR57"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR333C"	1133	1274	466	1269	1161	827	236	324	161	208	292	227
"YLR334C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR335W"	19	22	10	31	32	25	18	18	11	19	30	20
"YLR336C"	2	12	3	11	6	3	1	1	3	3	1	3
"YLR337C"	3	6	2	1	1	3	17	18	13	17	19	16
"YLR338W"	0	0	0	1	0	0	0	0	0	0	0	0
"YLR339C"	2	0	2	3	4	1	3	1	3	2	3	0
"YLR340W"	2271	2418	841	2455	2420	1679	735	886	413	721	833	645
"YLR341W"	0	0	0	0	0	0	0	0	0	1	0	0
"YLR342W"	25	29	8	27	23	18	83	66	36	75	72	53
"YLR342W.A"	1	1	0	2	1	0	0	0	0	2	2	0
"YLR343W"	1	0	1	0	1	1	1	1	0	0	0	0
"YLR344W"	1567	1703	569	1683	1611	1145	207	273	137	185	228	176
"YLR345W"	7	8	7	13	6	8	18	43	15	27	29	26
"YLR346C"	2	0	0	0	1	0	2	1	1	1	3	3
"YLR347C"	12	21	6	25	21	13	17	22	10	5	13	20
"YLR347W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR348C"	14	15	5	11	8	7	59	86	43	69	84	58
"YLR349W"	0	0	0	1	0	1	2	1	0	3	0	0
"YLR350W"	9	12	3	6	9	9	28	20	18	17	19	19
"YLR351C"	21	29	5	22	21	21	51	79	24	59	67	56
"YLR352W"	5	5	1	7	6	4	6	11	4	10	6	7
"YLR353W"	10	11	3	12	6	8	12	19	5	12	27	5
"YLR354C"	201	236	83	251	232	162	310	347	168	280	341	254
"YLR355C"	608	693	228	605	624	452	166	217	90	177	193	138
"YLR356W"	8	11	5	8	12	5	66	102	48	85	90	61
"YLR357W"	4	11	4	9	7	4	8	8	7	13	14	11
"YLR358C"	0	0	0	0	0	0	0	0	0	0	0	0
"YLR359W"	90	117	44	110	91	86	51	62	33	48	61	50
"YLR360W"	5	9	4	14	9	9	16	27	17	28	29	19
